index,budget,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,success_level,success,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total_votes,total_stars,avg_stars
636,0,339428,tt0116485,de,Happy Weekend,0.002229,1996-03-14 00:00:00,65335,,Happy Weekend,0,0,0,t,,9,,4,1,9,1,9,1,5,,,
637,0,12652,tt0113947,fr,Nelly & Monsieur Arnaud,1.784647,1996-04-12 00:00:00,0,106,Nelly and Monsieur Arnaud,7.1,16,0,t,154,648,129,1050,282,2891,305,1037,72,354,6922,19706,2.846865067899451
638,46000000,10684,tt0115956,en,Courage Under Fire,11.595316,1996-07-04 00:00:00,100860818,117,Courage Under Fire,6.2,240,92000000,t,6,31,,53,8,260,26,151,9,65,,,
639,80000000,954,tt0117060,en,Mission: Impossible,15.793477,1996-05-22 00:00:00,457696359,110,Mission: Impossible,6.7,2677,160000000,t,3,118,8,223,45,486,21,191,5,105,1205,3533,2.9319502074688795
640,0,68445,tt0109028,de,Á köldum klaka,0.494977,1995-02-10 00:00:00,0,85,Cold Fever,7.7,6,0,t,15,234,24,539,47,1650,53,625,10,185,3382,10078.5,2.9800413956238914
641,0,18989,tt0117071,en,Moll Flanders,2.337263,1996-06-14 00:00:00,0,123,Moll Flanders,6.2,19,0,t,5,22,1,18,9,22,7,12,2,3,101,247,2.4455445544554455
642,0,10801,tt0117788,de,Das Superweib,0.821299,1996-03-06 00:00:00,0,86,The Superwife,5.3,7,0,t,1,5,,4,,2,,1,,,,,
643,0,54285,tt0112257,ko,삼공일 삼공이,0.396626,1995-04-22 00:00:00,0,100,"301, 302",6.2,10,0,t,1,6,,6,3,8,1,1,1,1,,,
644,57000000,8840,tt0116136,en,DragonHeart,23.63659,1996-05-31 00:00:00,115267375,103,DragonHeart,6.4,553,114000000,t,1,5,,3,1,6,,5,,,,,
645,0,278978,tt0118026,de,Und keiner weint mir nach,0.439989,1996-02-29 00:00:00,0,,Und keiner weint mir nach,0,0,0,t,1,11,1,18,1,90,16,119,6,57,320,1165.5,3.6421875
647,0,11107,tt0116168,en,Eddie,3.09233,1996-05-31 00:00:00,0,100,Eddie,5.4,46,0,t,42,111,64,477,240,2836,619,3132,150,973,8644,30524.5,3.531293382693198
648,0,16417,tt0111787,en,Yankee Zulu,1.558066,1993-12-01 00:00:00,0,100,Yankee Zulu,6,4,0,t,281,982,380,3120,1627,15177,4583,12717,1383,3871,44121,150018,3.400149588631264
649,0,70934,tt0112509,en,Billy's Holiday,0.002444,1995-07-26 00:00:00,0,92,Billy's Holiday,0,0,0,t,,5,,8,3,36,4,53,7,30,,,
650,0,10363,tt0054189,fr,Plein soleil,3.804493,1960-03-10 00:00:00,0,115,Purple Noon,7.3,73,0,t,3,62,4,101,13,586,25,461,13,219,1487,5147,3.46133154001345
651,0,161070,tt0115591,en,August,0.987434,1996-08-08 00:00:00,0,94,August,5.3,3,0,t,3,9,1,10,4,15,3,4,,4,,,
652,38000000,10539,tt0116683,en,James and the Giant Peach,13.217623,1996-04-12 00:00:00,28921264,79,James and the Giant Peach,6.2,375,76000000,f,3,5,2,12,2,27,9,14,,8,,,
653,0,10543,tt0116287,en,Fear,6.954926,1996-04-12 00:00:00,0,97,Fear,6.1,157,0,t,192,619,313,1694,864,5949,1345,3828,292,1513,16609,53478,3.219820579204046
654,0,18414,tt0116768,en,Kids in the Hall: Brain Candy,2.299851,1996-04-02 00:00:00,0,89,Kids in the Hall: Brain Candy,5.9,26,0,t,2,2,,1,,8,,2,1,3,,,
655,13000000,47502,tt0116269,en,Faithful,1.296862,1996-04-03 00:00:00,9789900,91,Faithful,4.8,4,26000000,f,2,3,,7,,4,,1,,2,,,
656,14000000,11902,tt0114787,sr,Podzemlje,14.587894,1995-04-11 00:00:00,0,170,Underground,7.5,143,28000000,f,29,137,19,188,36,525,20,209,1,106,1270,3661.5,2.883070866141732
657,0,27098,tt0113720,sv,Lust och fägring stor,3.582047,1995-03-08 00:00:00,0,130,All Things Fair,6.1,23,0,t,,11,,6,1,17,,3,2,2,,,
658,0,25087,tt0112536,en,Bloodsport II,3.085207,1996-03-01 00:00:00,684351,90,Bloodsport II,5.2,23,0,t,2,9,,7,1,14,1,9,,12,,,
659,0,5801,tt0048473,bn,পথের পাঁচালী,3.900709,1955-08-26 00:00:00,536364,125,Pather Panchali,7.9,63,0,t,2,19,1,28,8,101,33,158,34,92,476,1761,3.6995798319327733
660,0,896,tt0052572,bn,অপুর সংসার,2.381806,1959-05-01 00:00:00,16000,117,The World of Apu,8.2,40,0,t,,21,,20,2,52,3,11,1,24,,,
661,0,3065,tt0117128,en,Mystery Science Theater 3000: The Movie,2.985163,1996-04-19 00:00:00,0,73,Mystery Science Theater 3000: The Movie,7,71,0,t,171,546,206,1009,567,4010,1281,3267,398,1110,12565,41298.5,3.2867886987664146
662,0,318177,tt0114616,en,Tarantella,0.001662,1996-03-15 00:00:00,0,100,Tarantella,0,0,0,t,16,137,22,365,105,1184,150,734,34,348,3095,10076.5,3.255735056542811
663,80000000,2300,tt0117705,en,Space Jam,11.054251,1996-11-15 00:00:00,250200000,88,Space Jam,6.5,1335,160000000,t,19,184,20,352,71,1152,172,993,93,442,3498,11763.5,3.362921669525443
664,9000000,8069,tt0062711,en,Barbarella,14.304205,1968-10-10 00:00:00,2500000,98,Barbarella,5.7,149,18000000,f,2,28,3,53,4,145,4,47,,44,,,
665,0,288173,tt0110061,en,Hostile Intentions,0.062388,1995-01-01 00:00:00,0,90,Hostile Intentions,8,1,0,t,13,35,7,55,23,177,110,364,194,387,1365,5399.5,3.955677655677656
666,0,187851,tt0140614,en,They Bite,0.466991,1996-01-01 00:00:00,0,98,They Bite,5.5,1,0,t,2,2,2,13,11,60,13,52,8,23,186,644,3.4623655913978495
667,0,27768,tt0108181,en,Some Folks Call It a Sling Blade,0.459376,1994-03-26 00:00:00,0,25,Some Folks Call It a Sling Blade,7.5,8,0,t,20,252,15,215,26,398,14,144,4,73,1161,2981.5,2.5680447889750218
668,0,221917,tt0114307,en,The Run of the Country,0.117662,1995-09-22 00:00:00,0,0,The Run of the Country,8,2,0,t,17,23,4,24,14,80,46,220,83,358,869,3565,4.102416570771001
670,0,35797,tt0082206,fr,Coup de torchon,2.272213,1981-11-04 00:00:00,0,128,Coup de Torchon,6.8,21,0,t,28,27,4,19,9,67,24,199,62,381,820,3372.5,4.112804878048781
671,0,88030,tt0111430,en,Tigrero: A Film That Was Never Made,0.18343,1994-01-01 00:00:00,0,75,Tigrero: A Film That Was Never Made,7.5,4,0,t,111,279,64,378,151,1592,548,2250,459,1498,7330,26813.5,3.6580491132332877
672,0,185191,tt0107727,en,L'oeil de Vichy,0.004117,1993-05-20 00:00:00,0,110,The Eye of Vichy,0,0,0,t,2,5,,7,1,8,1,2,,2,,,
673,0,83857,tt0081759,en,Windows,0.400023,1980-01-18 00:00:00,0,96,Windows,5.8,9,0,t,479,1221,506,2006,1015,3665,962,1706,228,663,12451,34296,2.754477552003855
674,0,33245,tt0113443,en,It's My Party,2.791667,1996-03-22 00:00:00,0,110,It's My Party,6.2,9,0,t,41,286,72,632,160,1084,210,705,66,259,3515,10477.5,2.980796586059744
675,0,124460,tt0109491,en,Country Life,0.487357,1994-10-27 00:00:00,0,118,Country Life,8,1,0,t,,9,,8,1,10,,1,1,1,,,
676,0,27281,tt0114048,en,Operation Dumbo Drop,4.357971,1995-07-28 00:00:00,0,107,Operation Dumbo Drop,4.7,37,0,t,1,6,,6,2,9,,5,,1,,,
678,25000000,40001,tt0117104,en,Mrs. Winterbourne,9.1861,1996-04-19 00:00:00,10070000,105,Mrs. Winterbourne,5.5,26,50000000,f,16,33,3,55,38,343,191,1018,286,830,2813,11457,4.0728759331674365
679,0,29621,tt0117688,en,Solo,1.899069,1996-10-23 00:00:00,0,94,Solo,3.9,18,0,t,,7,,7,1,39,1,30,,14,,,
680,0,117730,tt0109751,he,Etz Hadomim Tafus,0.71066,1994-01-01 00:00:00,0,0,Under The Domim Tree,6.5,2,0,t,19,46,9,106,39,266,109,343,96,213,1246,4427,3.552969502407705
681,0,20762,tt0117774,en,The Substitute,10.68537,1996-04-19 00:00:00,0,114,The Substitute,5.8,60,0,t,1,19,1,25,10,88,17,115,13,68,357,1278,3.5798319327731094
682,0,37144,tt0114736,en,True Crime,1.217249,1996-03-12 00:00:00,0,94,True Crime,5.1,7,0,t,,5,,3,3,34,4,12,2,6,,,
683,0,48260,tt0112604,en,Butterfly Kiss,0.877853,1995-08-18 00:00:00,0,88,Butterfly Kiss,7.4,5,0,t,2,10,,1,2,16,1,4,,4,,,
684,0,12656,tt0116289,en,Feeling Minnesota,10.298582,1996-09-13 00:00:00,0,99,Feeling Minnesota,5.5,29,0,t,2,3,,4,1,9,1,3,,,,,
685,0,38867,tt0109593,en,Delta of Venus,1.099187,1995-06-09 00:00:00,62949,99,Delta of Venus,3.3,5,0,t,2,24,2,48,6,191,13,155,6,115,562,1979.5,3.522241992882562
687,0,25969,tt0112368,en,Angus,2.25008,1995-09-15 00:00:00,0,90,Angus,6.8,24,0,t,,9,1,13,4,50,1,14,1,9,,,
688,0,44103,tt0104046,nl,Daens,0.755047,1992-09-01 00:00:00,0,138,Priest Daens,6.7,15,0,t,95,452,77,609,118,1177,73,413,10,95,3119,8086.5,2.592657903174094
690,0,43634,tt0115742,en,Boys,1.579153,1996-05-10 00:00:00,0,86,Boys,5.3,11,0,t,2,6,,5,1,28,7,26,1,10,,,
691,30000000,9103,tt0117420,en,The Quest,7.941972,1996-04-19 00:00:00,57400547,95,The Quest,5.3,126,60000000,f,12,91,15,211,43,452,39,276,15,108,1262,3853,3.053090332805071
692,0,90214,tt0115951,en,Cosi,0.947007,1996-03-04 00:00:00,0,102,Cosi,7.1,9,0,t,19,256,19,235,28,245,11,79,1,61,954,2233,2.340670859538784
693,0,29649,tt0117784,en,Sunset Park,1.231692,1996-04-26 00:00:00,0,99,Sunset Park,5.1,7,0,t,2,3,,3,1,15,1,6,1,4,,,
694,0,10990,tt0117107,en,Mulholland Falls,5.79463,1996-04-26 00:00:00,0,107,Mulholland Falls,6.2,73,0,t,16,207,28,456,70,1273,83,558,9,212,2912,8786,3.01717032967033
695,0,8866,tt0117979,en,The Truth About Cats & Dogs,5.121203,1996-04-26 00:00:00,0,93,The Truth About Cats & Dogs,5.7,86,0,t,6,41,5,122,21,343,19,261,2,63,883,2811.5,3.184031710079275
696,31000000,12233,tt0095776,en,Oliver & Company,10.813579,1988-11-18 00:00:00,74151346,74,Oliver & Company,6.5,372,62000000,t,,12,,17,6,43,4,27,4,14,,,
697,0,23449,tt0115851,en,Celtic Pride,1.940747,1996-04-19 00:00:00,0,91,Celtic Pride,4.9,35,0,t,9,139,15,230,43,471,29,189,1,59,1185,3303.5,2.7877637130801687
698,25530000,36355,tt0116322,en,Flipper,4.557006,1996-05-17 00:00:00,20080020,95,Flipper,5.3,85,51060000,f,1,20,4,30,2,54,8,33,1,7,160,453,2.83125
699,0,37667,tt0109374,en,Captives,1.926109,1994-05-03 00:00:00,0,100,Captives,6,10,0,t,1,5,,3,,8,,,,1,,,
700,0,90148,tt0110712,en,Of Love and Shadows,0.709209,1994-05-10 00:00:00,0,103,Of Love and Shadows,4.4,11,0,t,4,68,10,154,36,465,55,390,13,107,1302,4224,3.2442396313364057
701,9000000,922,tt0112817,en,Dead Man,6.505272,1995-12-23 00:00:00,0,121,Dead Man,7.2,397,18000000,f,1,15,2,6,4,33,7,23,1,19,111,355.5,3.2027027027027026
702,35000000,11876,tt0113362,en,Le Hussard sur le toit,1.690768,1995-09-20 00:00:00,15000000,135,The Horseman on the Roof,6.7,25,70000000,f,6,17,1,26,6,72,27,136,32,98,421,1577,3.7458432304038003
703,0,52633,tt0073778,en,Switchblade Sisters,6.035166,1975-01-05 00:00:00,0,91,Switchblade Sisters,6.6,27,0,t,,46,7,73,11,152,4,41,,47,,,
704,0,62364,tt0112546,es,Boca a boca,1.133409,1995-11-10 00:00:00,0,106,Mouth to Mouth,5.5,5,0,t,25,232,20,308,51,831,37,267,7,147,1925,5475,2.844155844155844
705,0,11687,tt0108500,fr,Les visiteurs,7.326169,1993-01-27 00:00:00,0,107,The Visitors,7.1,433,0,t,1,16,4,39,11,106,38,174,11,50,450,1574.5,3.4988888888888887
706,45000000,9304,tt0117108,en,Multiplicity,8.768806,1996-07-19 00:00:00,0,117,Multiplicity,5.5,158,90000000,f,,27,,37,1,113,4,35,,44,,,
770,0,123763,tt0100990,es,"Yo, la peor de todas",0.202495,1990-08-09 00:00:00,0,105,"I, the Worst of All",6.8,3,0,t,2,7,,5,,9,,7,,4,,,
707,0,73183,tt0113270,en,"The Haunted World of Edward D. Wood, Jr.",0.037443,1996-05-01 00:00:00,0,112,"The Haunted World of Edward D. Wood, Jr.",10,1,0,t,21,254,26,638,94,2334,181,1115,47,198,4908,15111.5,3.078952730236349
708,0,131232,tt0333373,en,Due Amici,0.003949,2002-03-20 00:00:00,0,86,Two Friends,0,0,0,t,110,389,174,1170,594,6089,1010,5284,228,1703,16751,57009,3.4033192048235925
709,15000000,9100,tt0115963,en,The Craft,12.860385,1996-05-03 00:00:00,24769466,101,The Craft,6.3,388,30000000,f,17,87,41,257,132,1151,265,752,71,285,3058,10134,3.3139306736429037
710,0,20759,tt0116448,en,The Great White Hype,3.321765,1996-05-03 00:00:00,0,91,The Great White Hype,5.1,29,0,t,20,172,29,240,33,568,26,123,1,107,1319,3614.5,2.740333586050038
711,0,46063,tt0116827,en,Last Dance,1.196686,1996-05-02 00:00:00,5,103,Last Dance,5.6,9,0,t,80,385,62,389,115,948,81,301,17,155,2533,6766.5,2.6713383339913146
712,0,365371,tt0114894,en,War Stories Our Mother Never Told Us,0.005625,,0,95,War Stories Our Mother Never Told Us,0,0,0,t,,12,,20,1,70,5,30,3,51,,,
713,0,32513,tt0112701,en,Cold Comfort Farm,1.92386,1995-01-01 00:00:00,0,95,Cold Comfort Farm,7,21,0,t,,13,1,16,,46,2,29,,40,,,
714,0,40651,tt0113429,en,"Institute Benjamenta, or This Dream People Call Human Life",0.543042,1995-08-01 00:00:00,0,104,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11,0,t,35,110,20,209,89,562,357,1131,498,1108,4119,16038.5,3.89378489924739
715,25000000,36915,tt0116508,en,Heaven's Prisoners,9.264679,1996-05-17 00:00:00,0,132,Heaven's Prisoners,5,17,50000000,f,2,24,2,51,6,194,28,221,18,100,646,2290,3.544891640866873
716,4800000,40507,tt0117260,en,Original Gangstas,0.343579,1996-05-10 00:00:00,3014000,99,Original Gangstas,5.5,5,9600000,f,6,50,6,55,6,88,13,53,7,45,329,965,2.933130699088146
717,75000000,9802,tt0117500,en,The Rock,13.249824,1996-06-06 00:00:00,335062621,136,The Rock,6.9,1474,150000000,t,2,7,1,9,1,36,7,23,1,11,98,314,3.204081632653061
718,0,25697,tt0116405,en,Getting Away with Murder,0.746662,1996-04-12 00:00:00,0,91,Getting Away with Murder,5.5,6,0,t,11,59,13,103,43,248,95,307,60,158,1097,3762,3.4293527803099364
719,4000000,21588,tt0109592,it,Dellamorte Dellamore,6.247819,1994-03-25 00:00:00,0,105,Cemetery Man,7,105,8000000,f,167,558,236,1236,549,3579,545,1605,99,456,9030,26630,2.94905869324474
720,92000000,664,tt0117998,en,Twister,8.739144,1996-05-10 00:00:00,494471524,113,Twister,6.1,966,184000000,t,204,200,85,261,198,827,631,2881,913,3384,9584,38688.5,4.036780050083473
721,0,11867,tt0115624,en,Barb Wire,5.877599,1996-05-02 00:00:00,3793614,98,Barb Wire,3.9,117,0,t,,2,1,3,,5,,5,1,1,,,
722,0,47119,tt0113145,fr,Le garçu,0.125882,1995-10-31 00:00:00,0,102,Le Garçu,5,1,0,t,1,15,1,27,4,98,4,141,7,64,362,1304.5,3.6035911602209945
723,0,314352,tt0116559,de,Honigmond,0.652621,1996-04-11 00:00:00,0,92,Honeymoon,0,0,0,t,,3,1,4,,14,1,9,,7,,,
724,0,9323,tt0113568,ja,GHOST IN THE SHELL,10.686166,1995-11-18 00:00:00,2287714,83,Ghost in the Shell,7.8,854,0,t,170,510,251,1296,722,3685,914,1927,255,748,10478,32218,3.0748234395877074
725,0,10280,tt0117894,en,Thinner,4.856229,1996-10-25 00:00:00,0,92,Thinner,5.5,125,0,t,8,174,16,316,40,747,36,213,4,82,1636,4581,2.800122249388753
726,18000000,10535,tt0117723,en,Spy Hard,8.202057,1996-05-24 00:00:00,0,81,Spy Hard,4.9,148,36000000,f,3,37,5,64,10,268,8,118,3,52,568,1776.5,3.1276408450704225
727,0,124613,tt0112586,en,Brothers in Trouble,0.594716,1995-08-23 00:00:00,0,102,Brothers in Trouble,0,0,0,t,,5,,5,,6,,6,1,6,,,
728,0,532,tt0112691,en,A Close Shave,6.796858,1995-12-24 00:00:00,0,30,A Close Shave,7.5,223,0,t,8,66,15,185,38,898,120,1430,77,905,3742,14263,3.811598075895243
729,0,26744,tt0040366,en,Force of Evil,4.386329,1948-12-25 00:00:00,0,78,Force of Evil,6.6,33,0,t,2,13,1,14,3,22,3,25,8,29,120,408.5,3.404166666666667
730,0,16299,tt0117768,en,The Stupids,1.751457,1996-08-30 00:00:00,0,94,The Stupids,4.2,22,0,t,,12,,13,,22,,10,,16,,,
731,25000000,10547,tt0115571,en,The Arrival,6.497591,1996-05-31 00:00:00,14048372,115,The Arrival,6.1,200,50000000,f,2,73,5,167,16,412,14,130,1,65,885,2590,2.926553672316384
732,0,245268,tt0031612,en,The Man from Down Under,0.068254,1943-08-04 00:00:00,0,103,The Man from Down Under,0,0,0,t,2,46,1,46,1,94,1,28,,33,,,
733,1800000,935,tt0057012,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,1964-01-29 00:00:00,9440272,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1472,3600000,t,177,520,297,1702,1189,8936,3546,12503,1721,6466,37057,136736,3.6898831529805434
734,0,55613,tt0103926,en,Careful,0.160571,1992-09-30 00:00:00,0,100,Careful,7.8,4,0,t,1,10,2,11,3,24,3,7,,4,,,
735,0,215107,tt0105737,en,Vermont Is for Lovers,0.75,,0,88,Vermont Is for Lovers,0,0,0,t,14,86,11,97,17,268,78,349,74,227,1221,4287,3.511056511056511
736,0,41007,tt0113849,en,A Month by the Lake,0.851078,1995-09-11 00:00:00,0,92,A Month by the Lake,7.2,7,0,t,352,1551,638,3992,2163,13700,2682,8720,469,3846,38113,122783,3.2215517015191666
737,0,35645,tt0113188,en,Gold Diggers: The Secret of Bear Mountain,5.508101,1995-11-03 00:00:00,0,94,Gold Diggers: The Secret of Bear Mountain,5.8,20,0,t,283,1490,195,1096,164,1127,62,329,6,213,4965,10532,2.1212487411883183
738,0,110465,tt0042644,en,Kim,1.048075,1950-12-07 00:00:00,0,113,Kim,7,5,0,t,1,3,,4,,11,,7,1,2,,,
739,0,255546,tt0109381,pt,Carmen Miranda: Bananas Is My Business,0.146287,1995-04-13 00:00:00,0,91,Carmen Miranda: Bananas Is My Business,10,1,0,t,2,4,,3,,6,,,,,,,
741,0,275096,tt0104606,en,Khomreh,0.401531,1994-04-01 00:00:00,0,86,The Jar,8,3,0,t,59,95,50,253,214,1089,930,2615,1251,2048,8604,34092,3.9623430962343096
742,0,85778,tt0110480,en,Maya Lin: A Strong Clear Vision,0.001608,1995-11-10 00:00:00,0,105,Maya Lin: A Strong Clear Vision,0,0,0,t,33,247,46,420,103,669,79,293,15,130,2035,5603,2.7533169533169533
743,0,11101,tt0108211,de,Stalingrad,7.667284,1993-01-21 00:00:00,0,134,Stalingrad,7.4,116,0,t,243,752,245,1220,468,2741,415,982,94,350,7510,20627.5,2.746671105193076
744,45000000,9826,tt0117331,en,The Phantom,8.079541,1996-06-06 00:00:00,17300889,100,The Phantom,4.7,138,90000000,f,,8,,5,1,9,1,10,,4,,,
745,50000000,9879,tt0117765,en,Striptease,11.341502,1996-06-28 00:00:00,113309743,115,Striptease,4.4,210,100000000,t,219,206,73,250,203,1098,1023,4283,1552,4742,13649,56133,4.112608982343029
746,0,63564,tt0116833,en,The Last of the High Kings,1.427756,1996-12-06 00:00:00,0,102,The Last of the High Kings,5.7,15,0,t,3,10,1,20,6,62,20,126,21,65,334,1247.5,3.7350299401197606
747,0,22621,tt0113280,en,Heavy,0.889498,1995-01-20 00:00:00,0,105,Heavy,7.7,11,0,t,46,367,22,214,25,248,20,131,2,98,1173,2750.5,2.344842284739983
748,45000000,7095,tt0116669,en,Jack,6.287245,1996-08-09 00:00:00,58620973,113,Jack,5.9,340,90000000,f,20,285,58,658,177,2280,262,1466,58,364,5628,17842.5,3.170309168443497
749,0,26890,tt0116594,en,I Shot Andy Warhol,2.771201,1996-05-01 00:00:00,1814290,103,I Shot Andy Warhol,6.1,32,0,t,,12,,6,2,17,,5,,6,,,
750,0,46732,tt0113211,en,The Grass Harp,0.365418,1995-09-10 00:00:00,0,107,The Grass Harp,6.1,4,0,t,190,246,142,574,511,2401,2088,7002,3968,11158,28280,119144.5,4.213030410183875
751,0,124633,tt0114494,sr,Tuđa Amerika,0.099602,1995-09-09 00:00:00,0,96,Someone Else's America,0,0,0,t,4,10,3,23,2,24,7,48,10,34,165,571,3.4606060606060605
752,0,202425,tt0094265,fr,La vie est belle,0.514363,1987-11-17 00:00:00,0,80,Life is Rosy,6.5,2,0,t,,9,1,4,,15,,10,1,4,,,
753,0,196940,tt0105201,en,Quartier Mozart,0.011938,1992-05-26 00:00:00,0,80,Quartier Mozart,5,1,0,t,3,32,,50,2,203,12,175,3,47,,,
754,0,77771,tt0070820,wo,Touki-Bouki,0.043903,1973-07-01 00:00:00,0,85,Touki Bouki,7.3,10,0,t,6,51,3,44,18,146,12,74,6,31,391,1149.5,2.9398976982097187
755,0,181083,tt0084898,fr,Wend Kuuni,0.049573,1982-01-01 00:00:00,0,75,God's Gift,5,1,0,t,,13,,10,2,53,3,57,1,18,,,
756,0,41225,tt0063715,fr,Histoires extraordinaires,1.794298,1968-05-16 00:00:00,0,121,Spirits of the Dead,5.5,24,0,t,,15,,11,,47,5,31,,14,,,
757,0,188589,tt0109191,en,Babyfever,0.001687,1994-05-04 00:00:00,0,109,Babyfever,0,0,0,t,7,7,4,14,14,42,37,72,19,47,263,943.5,3.58745247148289
758,50,87190,tt0114122,en,Pharaoh's  Army,0.837911,1995-01-01 00:00:00,0,90,Pharaoh's  Army,6.3,5,100,f,2,2,,6,,7,2,3,2,5,,,
759,4000000,627,tt0117951,en,Trainspotting,19.348466,1996-02-23 00:00:00,16491080,93,Trainspotting,7.8,2737,8000000,t,4,18,,12,3,65,12,153,9,106,,,
760,1000000,32872,tt0118523,en,Til There Was You,2.700061,1997-05-30 00:00:00,0,113,Til There Was You,3.9,4,2000000,f,5,25,8,36,38,221,118,358,80,142,1031,3784.5,3.6707080504364695
761,75000000,602,tt0116629,en,Independence Day,17.634197,1996-06-25 00:00:00,816969268,145,Independence Day,6.7,3334,150000000,t,59,408,82,668,204,1808,119,575,16,204,4143,11639,2.809316920106203
762,0,14553,tt0117737,en,Stealing Beauty,6.418805,1996-03-29 00:00:00,0,116,Stealing Beauty,6.6,99,0,t,610,1855,603,2375,755,3425,383,960,74,465,11505,27815.5,2.4176879617557585
763,55000000,9566,tt0116277,en,The Fan,12.202063,1996-08-15 00:00:00,18626419,116,The Fan,5.7,202,110000000,f,,6,1,9,4,19,2,10,,9,,,
764,100000000,10545,tt0116583,en,The Hunchback of Notre Dame,13.553999,1996-06-21 00:00:00,100138851,91,The Hunchback of Notre Dame,6.8,1182,200000000,f,,24,3,69,10,208,24,203,10,62,,,
765,47000000,9894,tt0115798,en,The Cable Guy,7.586577,1996-06-10 00:00:00,102825796,96,The Cable Guy,5.7,603,94000000,t,91,368,130,730,356,2103,464,1081,139,443,5905,18056,3.05774767146486
766,27000000,11543,tt0116778,en,Kingpin,11.633347,1996-07-04 00:00:00,25023434,113,Kingpin,6.7,248,54000000,f,3,76,11,138,28,634,83,663,27,227,1890,6541,3.460846560846561
767,100000000,9268,tt0116213,en,Eraser,6.919314,1996-06-21 00:00:00,242295562,115,Eraser,5.6,553,200000000,t,1,12,,36,2,99,13,77,3,72,,,
768,0,52059,tt0113147,en,The Gate of Heavenly Peace,0.10705,1995-01-01 00:00:00,0,180,The Gate of Heavenly Peace,6.7,3,0,t,1,5,,4,1,10,,9,,4,,,
769,54000000,9327,tt0117218,en,The Nutty Professor,9.651581,1996-06-26 00:00:00,128769345,95,The Nutty Professor,5.4,717,108000000,t,2,5,,6,,45,3,60,1,20,,,
771,0,81949,tt0111546,ro,Un été inoubliable,0.826372,1994-05-15 00:00:00,65352,82,An Unforgettable Summer,7.2,6,0,t,,24,,13,1,42,4,42,1,40,,,
772,0,42005,tt0093199,en,"Hol volt, hol nem volt",0.043125,1987-01-01 00:00:00,0,97,A Hungarian Fairy Tale,0,0,0,t,,9,,6,,11,1,7,,5,,,
773,0,124306,tt0106810,en,En compagnie d'Antonin Artaud,0.000308,1993-01-01 00:00:00,0,90,My Life and Times With Antonin Artaud,8,1,0,t,2,3,,1,,12,7,8,1,8,,,
774,0,183955,tt0111180,en,Sibak,0.05956,1994-09-09 00:00:00,0,100,Midnight Dancers,7,1,0,t,1,8,,8,1,9,2,6,,4,,,
775,0,44535,tt0111237,en,Somebody to Love,0.970688,1994-09-27 00:00:00,0,102,Somebody to Love,5.1,2,0,t,4,15,1,22,8,54,9,25,7,11,156,462.5,2.96474358974359
776,0,44495,tt0072362,en,A Very Natural Thing,0.147662,1974-01-01 00:00:00,0,80,A Very Natural Thing,6.3,3,0,t,,11,,11,,11,,15,,5,,,
777,0,78285,tt0103207,fr,La vieille qui marchait dans la mer,0.573423,1991-09-18 00:00:00,0,0,The Old Lady Who Walked in the Sea,0,0,0,t,1,4,,6,,10,3,6,,3,,,
778,80000000,11228,tt0116040,en,Daylight,11.995799,1996-12-06 00:00:00,159212469,115,Daylight,5.8,385,160000000,f,166,467,122,823,499,3232,2926,9920,4138,7546,29839,119594.5,4.0079928952042625
779,30000000,10779,tt0116365,en,The Frighteners,12.09096,1996-07-18 00:00:00,29359216,110,The Frighteners,6.7,413,60000000,f,8,63,8,118,14,177,15,110,2,42,557,1592.5,2.8590664272890485
780,5000000,26748,tt0116905,en,Lone Star,9.069963,1996-06-21 00:00:00,13269963,135,Lone Star,6.9,79,10000000,t,694,2101,990,4690,2872,15698,5512,14824,2021,7830,57232,194419.5,3.397041864691082
